000000,9,0,47,43,28
000001,44,71,6,45,8
000002,28,8,26,16,25
000003,81,4,57,34,41
000004,35,22,64,39,65
000005,31,54,41,63,29
000006,69,99,17,28,15
000007,34,46,8,65,3
000008,12,81,52,33,48
000009,11,11,95,89,22
000010,91,29,94,6,76
000011,88,62,21,38,19
000012,24,7,71,49,65
000013,19,17,53,80,17
000014,65,53,64,87,57
000015,82,98,35,8,83
000016,67,85,52,4,70
000017,93,28,17,77,44
000018,10,63,72,64,23
000019,21,78,53,65,91
000020,16,77,46,96,48
000021,62,23,70,2,62
000022,21,18,85,64,95
000023,87,96,17,88,86
000024,90,57,35,28,67
000025,43,41,57,59,14
000026,41,65,65,10,67
000027,43,77,42,69,27
000028,86,11,45,75,35
000029,5,69,54,31,21
000030,7,61,62,74,53
000031,95,29,8,92,2
000032,25,82,95,78,36
000033,55,39,82,17,27
000034,20,13,1,22,27
000035,7,22,54,26,8
000036,63,37,26,16,92
000037,13,4,31,43,39
000038,38,46,99,1,81
000039,63,28,95,63,42
000040,43,85,1,9,60
000041,47,98,73,29,57
000042,89,5,8,72,69
000043,99,96,57,31,65
000044,84,60,85,85,21
000045,51,89,40,73,68
000046,23,23,7,80,6
000047,87,37,54,47,71
000048,80,60,84,31,43
000049,88,84,99,99,21
000050,48,80,25,83,30
000051,55,39,76,79,84
000052,28,57,59,68,42
000053,77,99,10,35,28
000054,78,42,84,70,5
000055,55,7,28,67,11
000056,3,19,5,85,64
000057,1,57,98,82,53
000058,81,67,12,30,62
000059,94,91,6,18,66
000060,51,67,19,32,20
000061,30,49,80,1,16
000062,69,41,27,30,55
000063,47,31,84,33,69
000064,89,20,29,46,73
000065,3,78,56,7,28
000066,65,33,43,20,13
000067,65,52,50,20,88
000068,52,24,32,30,28
000069,66,22,87,82,25
000070,16,22,8,86,93
000071,5,87,4,69,87
000072,88,8,50,45,66
000073,20,62,33,84,69
000074,53,27,16,8,10
000075,64,44,71,29,53
000076,0,97,12,58,36
000077,60,43,19,91,18
000078,56,91,12,68,83
000079,26,68,77,16,6
000080,69,59,58,98,45
000081,9,84,35,94,21
000082,42,16,65,18,18
000083,16,12,12,24,49
000084,84,3,75,47,71
000085,38,44,29,58,56
000086,80,63,2,92,45
000087,97,52,9,81,75
000088,3,92,91,37,17
000089,26,82,77,20,12
000090,79,86,26,72,17
000091,7,59,40,51,57
000092,75,34,46,18,56
000093,4,59,71,44,13
000094,55,22,78,92,13
000095,67,25,7,72,60
000096,93,31,26,43,38
000097,85,92,33,58,0
000098,91,43,51,38,25
000099,63,49,0,20,61
000100,57,74,8,27,35
000101,61,12,51,19,63
000102,75,94,2,4,83
000103,20,3,87,98,22
000104,92,5,87,43,47
000105,75,83,64,80,46
000106,80,34,88,90,66
000107,8,70,4,64,20
000108,58,8,1,46,99
000109,33,3,80,34,32
000110,52,53,91,79,32
000111,0,18,39,34,58
000112,22,43,63,11,96
000113,47,34,94,24,91
000114,12,99,27,44,8
000115,29,17,85,46,3
000116,33,98,22,72,5
000117,41,90,51,16,37
000118,19,60,61,24,92
000119,71,65,71,47,20
000120,48,27,6,72,76
000121,18,45,91,63,24
000122,40,3,38,39,0
000123,35,57,45,93,87
000124,85,57,94,87,96
000125,55,0,51,80,16
000126,20,62,70,81,96
000127,6,44,62,12,87
000128,57,82,81,73,8
000129,29,61,39,48,10
000130,76,29,66,3,3
000131,38,35,34,19,47
000132,16,40,20,6,35
000133,87,3,34,40,52
000134,28,17,31,23,4
000135,40,36,19,34,88
000136,92,52,81,17,94
000137,31,73,11,99,55
000138,17,6,9,57,72
000139,74,26,47,51,7
000140,59,20,3,87,30
000141,43,14,81,73,81
000142,36,25,16,55,82
000143,14,30,9,26,82
000144,55,16,34,40,28
000145,62,85,30,75,91
000146,67,2,29,74,59
000147,74,5,70,83,3
000148,31,66,0,70,53
000149,36,56,76,1,89
000150,60,0,43,43,9
000151,82,64,63,84,47
000152,91,53,80,22,6
000153,74,13,33,57,64
000154,55,64,19,8,17
000155,17,53,73,86,52
000156,23,7,0,57,55
000157,30,91,20,73,20
000158,56,72,93,96,59
000159,24,39,64,61,22
000160,96,86,10,84,39
000161,26,30,27,43,47
000162,58,78,80,43,22
000163,48,88,36,92,2
000164,39,41,67,91,81
000165,16,6,24,7,33
000166,91,77,12,26,31
000167,73,58,16,30,79
000168,59,39,58,81,45
000169,98,21,46,90,85
000170,32,98,7,82,39
000171,97,31,9,93,29
000172,15,87,74,71,73
000173,9,72,28,97,95
000174,34,51,50,91,12
000175,46,57,18,47,94
000176,79,1,63,39,84
000177,15,78,24,64,67
000178,98,99,97,83,35
000179,56,53,24,87,43
000180,14,57,10,31,11
000181,80,14,49,12,0
000182,34,81,61,40,12
000183,75,71,96,81,84
000184,47,86,32,27,51
000185,58,55,19,14,93
000186,69,30,88,51,46
000187,16,46,19,61,88
000188,71,25,71,31,43
000189,90,5,83,31,94
000190,27,89,25,22,78
000191,21,33,98,63,25
000192,20,6,13,61,31
000193,69,14,74,40,79
000194,20,22,57,51,98
000195,11,53,71,4,30
000196,20,63,18,97,85
000197,67,53,16,93,73
000198,78,9,53,14,21
000199,99,48,56,77,84
000200,20,67,29,97,82
000201,56,46,29,24,3
000202,46,72,90,68,8
000203,39,63,45,81,41
000204,81,2,39,52,35
000205,0,91,28,70,38
000206,80,27,58,25,26
000207,86,95,67,61,2
000208,71,70,98,27,90
000209,98,3,17,35,76
000210,53,44,4,48,69
000211,37,38,54,96,61
000212,93,56,24,30,7
000213,56,24,48,31,24
000214,9,50,51,57,2
000215,32,95,47,28,12
000216,62,85,31,32,31
000217,97,45,57,72,55
000218,12,98,74,35,62
000219,90,62,32,67,72
000220,26,82,47,4,66
000221,46,0,50,73,1
000222,66,75,75,22,45
000223,69,61,12,31,80
000224,99,55,15,30,28
000225,82,1,46,31,21
000226,71,65,41,51,15
000227,33,66,87,6,35
000228,25,54,48,98,22
000229,8,64,80,86,9
000230,47,45,22,34,53
000231,6,67,48,68,47
000232,98,27,23,64,66
000233,18,5,48,75,58
000234,34,63,41,88,61
000235,83,28,60,24,41
000236,95,48,93,1,54
000237,4,77,97,68,75
000238,6,45,28,82,13
000239,24,88,51,64,34
000240,31,9,36,3,44
000241,98,10,36,28,97
000242,33,91,66,9,60
000243,35,89,81,8,36
000244,30,14,16,67,28
000245,54,63,30,16,6
000246,93,51,16,82,70
000247,47,15,28,56,5
000248,70,98,3,55,14
000249,52,57,44,65,73
000250,2,74,49,1,50
000251,50,87,75,6,18
000252,60,83,13,30,90
000253,91,58,78,0,70
000254,40,47,79,81,45
000255,52,8,53,16,63
000256,66,60,87,92,86
000257,20,80,1,67,41
000258,38,19,23,34,26
000259,12,91,11,66,1
000260,2,68,65,89,94
000261,25,76,23,82,72
000262,85,37,51,51,27
000263,90,23,71,65,5
000264,46,84,26,54,1
000265,92,60,76,37,18
000266,88,47,58,78,81
000267,37,27,10,84,68
000268,99,82,32,49,92
000269,20,85,59,79,2
000270,83,17,44,1,44
000271,66,55,3,61,79
000272,55,19,61,5,59
000273,40,94,0,74,15
000274,57,42,79,5,80
000275,60,5,9,67,52
000276,59,13,64,70,60
000277,82,66,24,68,68
000278,95,48,18,56,88
000279,87,29,46,26,28
000280,72,50,23,25,75
000281,82,7,66,23,56
000282,11,40,69,16,61
000283,0,38,25,1,87
000284,93,32,79,52,9
000285,0,79,92,20,64
000286,90,81,4,58,9
000287,90,98,34,3,6
000288,81,67,94,56,72
000289,39,10,54,66,20
000290,65,4,36,57,54
000291,2,24,23,8,16
000292,13,82,49,59,31
000293,15,48,97,56,95
000294,21,97,99,80,59
000295,19,64,30,70,16
000296,44,61,41,15,71
000297,21,41,47,71,30
000298,24,77,79,37,89
000299,0,92,30,77,97
000300,86,55,92,22,6
000301,65,24,78,34,14
000302,51,16,85,3,83
000303,19,61,18,55,47
000304,35,87,11,44,22
000305,79,12,19,71,73
000306,65,35,15,45,74
000307,46,45,56,39,0
000308,61,33,15,19,45
000309,1,13,68,71,90
000310,58,97,11,99,89
000311,88,7,41,76,2
000312,96,85,23,43,3
000313,48,5,69,32,23
000314,61,46,93,13,15
000315,0,90,13,60,75
000316,20,28,36,6,44
000317,98,45,94,57,76
000318,22,77,8,70,94
000319,12,3,66,83,34
000320,31,65,46,68,67
000321,28,19,9,34,90
000322,20,12,60,40,59
000323,17,84,85,77,77
000324,92,46,17,50,58
000325,65,93,90,62,46
000326,17,25,87,14,90
000327,73,86,68,51,66
000328,68,88,57,3,36
000329,14,16,19,29,90
000330,43,39,61,33,40
000331,94,10,72,5,82
000332,24,52,10,31,51
000333,2,89,26,10,3
000334,86,68,93,91,42
000335,30,87,90,86,39
000336,23,79,44,40,7
000337,0,30,60,73,93
000338,50,52,25,96,17
000339,84,24,93,46,82
000340,64,55,21,54,24
000341,15,81,72,49,20
000342,99,78,84,14,84
000343,33,66,91,8,37
000344,30,94,20,83,98
000345,6,9,23,45,15
000346,62,58,99,95,5
000347,2,17,12,48,91
000348,50,8,37,80,14
000349,57,98,26,7,1
000350,51,60,13,9,6
000351,56,38,94,80,93
000352,70,64,81,54,95
000353,39,39,61,44,30
000354,56,43,51,38,69
000355,92,20,71,32,18
000356,21,40,52,99,31
000357,69,74,2,98,52
000358,8,13,99,33,43
000359,1,93,91,14,26
000360,86,49,53,10,67
000361,78,87,38,27,79
000362,96,66,32,35,94
000363,98,71,37,90,82
000364,60,56,61,12,77
000365,16,64,47,63,31
000366,69,26,34,18,90
000367,93,83,12,99,84
000368,66,43,71,17,88
000369,90,47,14,65,11
000370,23,12,7,63,57
000371,22,23,2,91,5
000372,4,27,35,40,28
000373,15,57,55,37,4
000374,1,63,81,86,9
000375,76,70,65,65,39
000376,57,18,81,95,8
000377,47,3,86,41,52
000378,45,7,5,59,57
000379,46,17,50,76,77
000380,3,35,40,26,97
000381,0,30,71,49,64
000382,54,8,0,86,71
000383,63,97,61,90,52
000384,40,20,50,76,56
000385,91,39,32,92,1
000386,44,74,77,3,21
000387,55,81,73,93,53
000388,94,44,11,62,29
000389,75,75,6,73,78
000390,63,45,11,96,30
000391,93,4,3,1,27
000392,61,78,89,8,85
000393,86,96,78,9,25
000394,23,66,67,39,47
000395,84,53,9,7,97
000396,56,84,86,25,22
000397,66,81,29,93,88
000398,51,35,41,87,47
000399,3,17,10,9,28
000400,41,12,21,11,26
000401,2,0,31,63,48
000402,52,43,67,17,47
000403,0,54,52,35,49
000404,96,24,80,63,91
000405,70,53,40,89,89
000406,20,13,78,18,84
000407,44,23,70,88,99
000408,91,81,98,33,53
000409,91,13,76,94,37
000410,27,37,44,4,5
000411,32,51,34,48,91
000412,75,46,76,48,67
000413,32,83,16,73,57
000414,53,27,49,94,73
000415,54,54,8,46,44
000416,82,40,62,4,65
000417,69,91,65,42,14
000418,76,51,85,88,46
000419,89,0,32,93,96
000420,48,33,84,91,30
000421,12,68,44,6,19
000422,20,26,63,79,16
000423,82,48,9,59,27
000424,23,52,17,5,50
000425,41,19,98,78,39
000426,53,16,88,76,32
000427,13,33,88,17,67
000428,10,52,68,90,28
000429,1,65,33,12,66
000430,48,57,2,47,51
000431,64,35,44,64,81
000432,84,66,12,95,89
000433,52,96,82,70,72
000434,54,80,57,91,6
000435,77,49,22,56,2
000436,1,59,17,36,99
000437,3,34,29,27,85
000438,12,78,10,27,86
000439,9,12,7,27,69
000440,70,18,48,63,0
000441,28,69,35,74,22
000442,43,64,24,27,13
000443,84,11,20,53,23
000444,78,68,10,10,93
000445,4,59,27,77,3
000446,98,11,32,8,74
000447,51,90,79,83,51
000448,96,13,44,49,80
000449,56,69,28,45,98
000450,33,63,0,77,21
000451,36,48,39,55,9
000452,34,51,70,59,4
000453,60,10,37,35,68
000454,58,22,18,39,84
000455,9,33,81,1,37
000456,22,70,38,53,38
000457,84,66,53,3,46
000458,97,70,25,11,84
000459,67,79,53,2,40
000460,7,39,87,15,25
000461,81,55,89,75,54
000462,85,86,73,98,32
000463,24,23,37,53,5
000464,95,68,14,15,25
000465,23,43,31,60,2
000466,0,69,75,84,90
000467,11,75,45,89,93
000468,59,7,76,60,74
000469,15,82,29,24,37
000470,74,35,75,45,6
000471,43,99,15,98,88
000472,63,53,58,88,98
000473,11,66,26,10,40
000474,49,12,32,24,88
000475,46,13,81,30,11
000476,96,66,40,0,3
000477,20,73,75,42,91
000478,84,82,81,85,96
000479,88,1,77,73,51
000480,78,7,8,62,3
000481,1,83,45,55,25
000482,46,75,27,53,17
000483,95,20,99,87,22
000484,78,75,62,64,84
000485,10,44,81,66,52
000486,53,19,41,20,38
000487,85,43,18,82,93
000488,43,41,75,76,97
000489,15,91,21,8,89
000490,19,21,23,3,76
000491,91,91,68,96,73
000492,39,58,99,1,73
000493,49,47,42,84,7
000494,53,37,1,55,1
000495,99,87,78,99,90
000496,65,95,51,64,26
000497,32,22,98,27,3
000498,18,89,64,65,95
000499,45,26,0,47,92
000500,18,77,55,93,94
000501,58,4,52,64,20
000502,1,85,31,19,61
000503,34,58,60,19,90
000504,66,55,44,20,71
000505,27,41,73,94,75
000506,22,45,2,22,66
000507,59,1,5,7,30
000508,28,35,40,62,57
000509,98,98,72,91,76
000510,36,15,91,32,47
000511,3,94,42,24,11
000512,19,77,55,37,51
000513,51,48,0,46,22
000514,31,21,75,33,82
000515,54,39,0,18,77
000516,86,45,98,92,30
000517,39,2,41,57,96
000518,22,95,20,73,35
000519,29,9,57,86,91
000520,61,64,5,39,26
000521,37,9,1,53,93
000522,76,38,70,49,15
000523,85,60,46,87,24
000524,78,88,25,34,30
000525,97,54,73,17,46
000526,48,45,27,15,90
000527,85,33,55,94,14
000528,52,10,65,34,95
000529,90,47,28,96,90
000530,16,0,7,98,50
000531,12,20,16,40,8
000532,74,76,26,89,67
000533,30,21,54,6,42
000534,93,82,99,81,82
000535,2,10,10,48,30
000536,2,76,42,43,19
000537,58,29,20,46,58
000538,56,67,76,50,27
000539,49,18,63,65,28
000540,19,4,18,65,38
000541,72,25,70,58,11
000542,52,78,19,2,17
000543,10,87,80,81,86
000544,73,23,4,73,48
000545,55,16,97,59,62
000546,29,15,7,28,96
000547,30,90,45,62,53
000548,75,68,49,57,34
000549,38,65,27,6,92
000550,16,20,75,39,54
000551,7,73,97,74,79
000552,82,77,54,80,67
000553,50,13,85,86,30
000554,3,64,30,9,13
000555,38,43,15,82,34
000556,72,6,92,63,42
000557,2,79,36,31,59
000558,70,44,23,25,20
000559,15,21,23,3,15
000560,2,54,19,98,81
000561,78,72,55,23,64
000562,95,67,5,46,22
000563,6,74,5,91,25
000564,98,77,59,19,31
000565,86,43,63,92,45
000566,23,44,95,76,89
000567,48,51,67,12,88
000568,93,83,73,16,58
000569,56,38,71,14,6
000570,33,26,43,99,84
000571,69,65,40,39,28
000572,57,1,17,67,64
000573,90,30,93,89,84
000574,32,26,85,3,52
000575,32,74,92,60,62
