000495,NSYSU
003501,CGU
002515,PU
000534,NFU
005561,NSYSU
002379,NTOU
000509,THU
003490,KUAS
006725,TCPA
004392,NSYSU
006715,TMU
005681,NTUB
000478,KUAS
008754,YZU
002991,NPU
008843,YZU
000633,NUTC
004446,NFU
009764,NTUNHS
002762,NTU
009751,YZU
009919,NCKU
003297,NCCU
009019,NTU
000491,CYCU
000124,CSMU
008072,KMU
007560,NTU
001633,CYCU
002688,CMU
002226,NCUT
009061,FCU
001492,NTUNHS
005614,TCPA
008988,NFU
002303,NTUST
008473,FCU
000178,NTUNHS
003313,NTHU
008667,NKNU
005767,NSYSU
007327,SCU
004632,SCU
001381,PU
005889,CYCU
005813,NTNU
003644,NFU
001181,NTPU
000688,FCU
000183,TCPA
009669,NTUST
004061,NTOU
009848,PU
003227,NTOU
007169,NCUT
003605,NCKU
008685,NCUT
006436,NTUST
004482,CMU
007419,YZU
002887,CMU
007001,TMU
002080,CYCU
007605,NTUST
005279,NTOU
007930,NTOU
002609,TKU
002896,CGU
004038,CSMU
001024,NCKU
007682,NTPU
005957,THU
009015,NKNU
001847,PU
002869,FJU
009807,NTPU
008560,TMU
004103,THU
007684,NTU
004777,CGU
008366,FJU
005400,NTOU
001814,CYCU
003362,CGU
005037,NPU
003840,CGU
008696,NTNU
006402,TCPA
001596,NSYSU
002442,NCCU
002056,PU
004253,THU
009947,FJU
001626,NTOU
003970,NTPU
008365,NTOU
001699,TKU
007662,NTHU
009478,NCHU
006422,PU
005331,NKNU
006476,KMU
006650,YZU
006768,NTHU
001088,KMU
002181,CGU
008090,THU
006096,PU
009162,KMU
005860,NSYSU
002368,NKFUST
002566,NTNU
001779,SCU
005861,NTUST
003564,NKNU
000049,NTHU
004703,TKU
003208,TCPA
006428,NCTU
000956,CMU
000256,NCTU
002693,NUTC
002382,TKU
003319,CYCU
001870,NTU
003462,NTUB
007485,NUTC
001531,FCU
001888,NTOU
009105,CGU
004669,NTPU
004263,NSYSU
000849,TKU
005948,NKFUST
003895,NTHU
004232,KUAS
002278,NSYSU
004528,KUAS
005840,CGU
004851,CYCU
006706,KUAS
005403,NTUB
009300,PU
008857,FJU
006835,NCUT
000748,NCCU
001118,NTUB
004817,NPU
006289,NTHU
008360,TCPA
000573,TCPA
009321,KMU
005823,NUTC
006158,CMU
004715,NCKU
001559,NKNU
008050,KMU
006797,NSYSU
002785,NUTC
005510,NTUST
009324,CYCU
001384,YZU
000925,NKNU
003215,CSMU
001859,NTHU
004161,FJU
003593,KUAS
006815,TMU
003938,FCU
002190,NTUST
005743,NCHU
001777,NTUB
008285,SCU
007866,NSYSU
005661,NTNU
008020,FCU
001202,NTNU
005258,SCU
003025,SCU
007915,NCKU
007526,NUTC
005650,NTUST
009900,YZU
004255,THU
009501,NTNU
007235,NCKU
006270,TKU
002962,NTPU
004580,SCU
006921,TKU
007841,NTU
008856,NTUST
007947,NTPU
003148,CSMU
000334,NTNU
000977,NTPU
006028,CGU
000861,KMU
004608,NKFUST
003407,KUAS
005454,NKFUST
004431,NTOU
006519,NTUST
001267,NKFUST
009785,NCUT
001430,NKNU
007231,KUAS
006349,CSMU
007487,TKU
000363,FCU
002519,CYCU
005696,FCU
000766,NPU
002042,CMU
007085,NCCU
006673,NTUST
001138,TMU
007481,NTPU
006112,NUTC
007873,CMU
004979,KMU
004329,NPU
000915,CGU
000804,NTNU
002375,CMU
000586,NTOU
008086,NFU
001030,NTHU
000158,NKFUST
006029,FCU
006278,NKNU
003225,NCCU
000690,TKU
003431,NTUNHS
008514,CSMU
005807,NCHU
003006,NTHU
009724,NCCU
001654,FCU
005695,NCTU
005856,CMU
008417,NCCU
000023,NTU
006455,NTPU
005504,TKU
000462,THU
001350,NPU
005424,NTUB
005419,FCU
001101,PU
008041,NCTU
008516,NCCU
009209,NCKU
008831,NCTU
006738,SCU
005010,KMU
002822,TMU
000642,CGU
002100,NKNU
003734,NUTC
008968,NCCU
009579,PU
001364,NKFUST
001369,NTU
007628,NKNU
000433,NTUNHS
001472,NPU
001858,NCKU
009431,NTHU
000367,NKNU
005446,TKU
003658,KUAS
005569,NFU
002751,TCPA
007071,NCHU
006917,THU
006465,NTNU
008163,NTUB
009397,NPU
007645,FCU
003232,NTPU
000317,NKFUST
004640,FJU
000288,NUTC
000712,NFU
005949,NCHU
004840,NCUT
008310,NCCU
001001,TCPA
006799,YZU
004443,NTOU
001730,NTOU
008317,NTOU
001320,CYCU
001836,KMU
008164,YZU
008401,PU
006303,NTUST
004173,YZU
006194,FJU
001494,PU
008633,NKFUST
006530,CSMU
006970,YZU
002657,CGU
007829,FJU
002028,TMU
006460,NTUB
007626,YZU
008160,CYCU
005557,TKU
005207,YZU
003448,NPU
002475,NCCU
007686,TKU
001898,FCU
008226,NKFUST
006829,NSYSU
003789,NTUST
002611,CMU
008438,NTUB
000787,NTHU
001070,YZU
007844,NTU
004434,NTNU
007717,TCPA
003510,NTNU
003034,CMU
006727,NTHU
008037,NCTU
001530,NCHU
008538,CSMU
006537,NTPU
004291,THU
007008,TKU
001949,PU
007035,PU
001893,SCU
008139,NTHU
006621,NPU
006262,NPU
001651,KMU
002917,PU
009927,TKU
001576,NCHU
004102,NCCU
001258,NCKU
006867,NUTC
000199,THU
009736,CGU
007728,PU
001802,NUTC
004738,PU
001812,NCCU
000352,NTUNHS
007488,SCU
001540,CGU
000645,NTPU
008669,TKU
005308,TKU
006854,NCKU
006218,NTUNHS
009811,NUTC
001956,NTUST
002538,NTPU
000484,NTU
008680,CYCU
004296,NTU
000383,KUAS
002900,NTOU
006059,NCKU
006478,NCTU
009522,NTPU
005330,NCHU
007232,NCTU
005725,NCUT
005981,TKU
001922,NTNU
004073,CSMU
000990,NTUB
008749,KUAS
000877,NCUT
004663,NKNU
007137,NPU
007804,YZU
009912,NKFUST
002981,NCHU
001878,THU
002099,NTUNHS
004941,NUTC
006205,SCU
008375,SCU
001439,NSYSU
000608,NKFUST
004508,SCU
006429,NTPU
009899,NTHU
007548,TKU
008386,TCPA
002463,NTPU
006334,PU
006679,NTOU
000351,NCCU
002628,NTU
001872,THU
009920,NCCU
000578,YZU
006408,KUAS
003303,FCU
000552,NCTU
006398,CSMU
005035,NTUB
005452,NCUT
008907,NTUB
000472,KMU
005916,NCTU
006242,FJU
006342,FJU
008816,NKFUST
000342,TKU
007778,NFU
002798,TCPA
009908,SCU
005062,NTPU
009006,CSMU
008510,CMU
001652,NCKU
001074,CYCU
001008,NCHU
007389,NPU
000802,NCKU
005166,NCCU
005299,CSMU
008783,SCU
001265,PU
005761,TMU
001393,YZU
000106,NTHU
008517,NTUST
005629,YZU
001228,TMU
006876,TMU
002595,NKFUST
007463,NTUNHS
002829,CSMU
007900,YZU
006107,PU
005968,CMU
003364,TCPA
005061,NKFUST
002004,NTPU
006067,NTUNHS
006968,NKNU
007410,CSMU
002215,KUAS
004187,NTPU
007441,NTPU
006419,NPU
004740,CYCU
007308,NTOU
006379,NKFUST
003659,NTOU
000397,CGU
004274,NUTC
008313,TKU
005243,SCU
000872,NCHU
000897,TMU
005248,NTUST
001717,YZU
009154,NKFUST
004025,KUAS
008182,NCCU
002232,CMU
009163,CSMU
000408,YZU
008246,FCU
008683,TMU
004498,NUTC
002704,NCHU
000208,NFU
007296,TKU
000325,NTUB
002015,NCUT
005320,NTUB
009278,CSMU
000294,NCCU
005440,FJU
003968,NTUNHS
007309,NCUT
008651,NTPU
000587,NCTU
000910,NCHU
004794,NTPU
003771,CSMU
005887,NCCU
002524,THU
005985,NCUT
005555,FJU
007378,NSYSU
009857,SCU
001578,CSMU
000387,YZU
008638,NCTU
005268,NTPU
001388,CGU
000268,FJU
000404,TMU
005165,CGU
004808,NTOU
002371,PU
000461,CYCU
005494,NPU
002855,NKFUST
007771,FCU
000310,CSMU
007491,NTOU
000447,PU
006220,CGU
006547,TKU
001768,NTUB
009409,NTNU
002113,NTUST
003646,TCPA
004353,NTU
004395,YZU
002467,TCPA
001960,CSMU
009549,TKU
001222,PU
001104,NKNU
001997,TCPA
002686,YZU
007757,NTU
009198,SCU
005699,CSMU
001073,NTHU
002077,NKFUST
000266,NTHU
004706,NTUST
005703,FCU
009701,NUTC
005992,NTOU
005806,NTUST
008941,NTUB
009135,FCU
001737,CSMU
005083,NTUNHS
007606,SCU
004399,NTU
004906,NTOU
005065,NCUT
005229,NUTC
009681,NTPU
004225,NTUNHS
000529,YZU
001728,YZU
000516,CMU
001920,NFU
005914,NTOU
005796,NKNU
008116,KMU
005363,NFU
006787,NCKU
002066,TKU
009837,NTOU
006593,NTUNHS
001438,TCPA
000592,NTUNHS
001093,NCHU
005253,NTU
008044,NUTC
006121,NSYSU
000653,KMU
008197,NFU
006108,TKU
008345,NPU
003728,NUTC
000576,YZU
009750,NTUNHS
005200,NTNU
009818,NUTC
000689,FJU
000616,NTHU
009557,NPU
007332,KMU
001761,NTUST
002363,NCTU
005290,KUAS
005799,NTNU
009492,SCU
005819,NTUB
006936,NTUST
007620,FCU
006416,YZU
008995,NCCU
007436,CSMU
002460,NTUB
009660,NCKU
002295,CGU
002195,NCKU
000043,NCCU
003322,CSMU
008306,CSMU
002756,TKU
005374,NTU
008910,NTOU
004011,SCU
000105,NCCU
002953,NTU
003438,NTOU
008402,SCU
001729,THU
